County,TotalPop,IncomePerCap,Poverty,Id,%Poverty,cases,deaths,TotalCases,TotalDeaths,TotalCasesper100k,TotalDeathsper100k
"Sabine County, Texas",10429,64032,61.9,2544,0.593537252,45218,2937,45218,2937,0.45218,0.02937
"Sabine Parish, Louisiana",24145,160074,140.7,2545,0.582729344,,,,,,
"Sac County, Iowa",9936,118805,37,2546,0.372383253,130188,1386,130188,1386,1.30188,0.01386
"Sacramento County, California",1495400,9714545,5362.5,2547,0.358599706,8880601,137287,8880601,137287,88.80601,1.37287
"Sagadahoc County, Maine",35149,262989,92.5,2548,0.263165382,55870,65,55870,65,0.5587,0.00065
"Saginaw County, Michigan",193803,1327147,1151.5,2549,0.594160049,1655412,62770,1655412,62770,16.55412,0.6277
"Saguache County, Colorado",6338,44336,41.9,2550,0.661091827,44928,689,44928,689,0.44928,0.00689
"Salem County, New Jersey",63776,732466,374.5,2551,0.58721149,475959,25974,475959,25974,4.75959,0.25974
"Salem city, Virginia",25521,152174,44.7,2552,0.175149877,,,,,,
"Salinas Municipio, Puerto Rico",29239,59249,391.2,2553,1.337939054,,,,,,
"Saline County, Arkansas",116252,599907,172.5,2554,0.148384544,1018341,12776,1018341,12776,10.18341,0.12776
"Saline County, Illinois",24430,206279,186.6,2555,0.763814982,206058,4725,206058,4725,2.06058,0.04725
"Saline County, Kansas",55334,329263,151.6,2556,0.273972603,506753,7443,506753,7443,5.06753,0.07443
"Saline County, Missouri",23010,174903,139.4,2557,0.605823555,300579,3393,300579,3393,3.00579,0.03393
"Saline County, Nebraska",14325,100811,34.9,2558,0.243630017,293569,644,293569,644,2.93569,0.00644
"Salt Lake County, Utah",1106700,6624261,2341.6,2559,0.211583988,14935876,90897,14935876,90897,149.35876,0.90897
"Saluda County, South Carolina",20228,100405,102.1,2560,0.504745897,191203,4996,191203,4996,1.91203,0.04996
"Sampson County, North Carolina",63664,228842,267.6,2561,0.420331742,780949,9153,780949,9153,7.80949,0.09153
"San Augustine County, Texas",8403,62819,73.8,2562,0.878257765,75873,4278,75873,4278,0.75873,0.04278
"San Benito County, California",58671,342089,106.3,2563,0.181179799,518162,4718,518162,4718,5.18162,0.04718
"San Bernardino County, California",2121220,8483673,6916.5,2564,0.32606236,25587876,265046,25587876,265046,255.87876,2.65046
"San Diego County, California",3283665,21819926,8353.2,2565,0.254386486,22162640,289663,22162640,289663,221.6264,2.89663
"San Francisco County, California",864263,11755368,2406.5,2566,0.278445334,3816784,38425,3816784,38425,38.16784,0.38425
"San Germán Municipio, Puerto Rico",32937,67359,358.4,2567,1.08813796,,,,,,
"San Jacinto County, Texas",27436,90981,70.8,2568,0.25805511,78851,2975,78851,2975,0.78851,0.02975
"San Joaquin County, California",724153,3254681,2691.4,2569,0.37166179,6830174,115304,6830174,115304,68.30174,1.15304
"San Juan County, Colorado",569,28889,3.3,2570,0.579964851,3752,0,3752,0,0.03752,0
"San Juan County, New Mexico",128221,755785,664.9,2571,0.518557803,1527413,63883,1527413,63883,15.27413,0.63883
"San Juan County, Utah",15193,66218,118.3,2572,0.778648062,249595,7090,249595,7090,2.49595,0.0709
"San Juan County, Washington",16221,161068,42.9,2573,0.264471981,13381,0,13381,0,0.13381,0
"San Juan Municipio, Puerto Rico",355181,2090166,5434.2,2574,1.529980489,,,,,,
"San Lorenzo Municipio, Puerto Rico",38689,88557,447.2,2575,1.155884101,,,,,,
"San Luis Obispo County, California",280119,1822202,802.4,2576,0.286449687,1603329,13255,1603329,13255,16.03329,0.13255
"San Mateo County, California",763450,8799359,1086.2,2577,0.142275198,3787944,51351,3787944,51351,37.87944,0.51351
"San Miguel County, Colorado",7804,167563,41.9,2578,0.536904152,57252,0,57252,0,0.57252,0
"San Miguel County, New Mexico",28203,122421,230.1,2579,0.815870652,94152,458,94152,458,0.94152,0.00458
"San Patricio County, Texas",66867,406206,237.5,2580,0.355182676,444614,16806,444614,16806,4.44614,0.16806
"San Saba County, Texas",5851,43447,36.5,2581,0.623824987,56120,1356,56120,1356,0.5612,0.01356
"San Sebastián Municipio, Puerto Rico",38970,71014,510.6,2582,1.310238645,,,,,,
"Sanborn County, South Dakota",2366,31965,9.7,2583,0.409974641,35564,272,35564,272,0.35564,0.00272
"Sanders County, Montana",11414,68404,68.7,2584,0.601892413,47827,580,47827,580,0.47827,0.0058
"Sandoval County, New Mexico",138815,700033,465,2585,0.334978208,1009646,19953,1009646,19953,10.09646,0.19953
"Sandusky County, Ohio",59559,378611,204.2,2586,0.342853305,405921,8483,405921,8483,4.05921,0.08483
"Sangamon County, Illinois",198134,1631587,1022.6,2587,0.516115356,1615291,26460,1615291,26460,16.15291,0.2646
"Sanilac County, Michigan",41535,300069,174.8,2588,0.420849886,163058,6427,163058,6427,1.63058,0.06427
"Sanpete County, Utah",28892,86842,79.9,2589,0.276547141,258822,1235,258822,1235,2.58822,0.01235
"Santa Barbara County, California",442996,3113717,1338.8,2590,0.302214918,3136248,33865,3136248,33865,31.36248,0.33865
"Santa Clara County, California",1911226,18419986,3258.8,2591,0.170508354,9548864,138941,9548864,138941,95.48864,1.38941
"Santa Cruz County, Arizona",46358,195120,243.9,2592,0.526122784,989070,18733,989070,18733,9.8907,0.18733
"Santa Cruz County, California",273263,2000776,739.2,2593,0.270508631,1177815,10895,1177815,10895,11.77815,0.10895
"Santa Fe County, New Mexico",147514,1883299,692.5,2594,0.469446968,880295,8687,880295,8687,8.80295,0.08687
"Santa Isabel Municipio, Puerto Rico",22475,53334,246.4,2595,1.096329255,,,,,,
"Santa Rosa County, Florida",166778,726788,290.7,2596,0.174303565,1759933,23453,1759933,23453,17.59933,0.23453
"Sarasota County, Florida",404839,3783582,963.2,2597,0.237921742,2923784,85684,2923784,85684,29.23784,0.85684
"Saratoga County, New York",226632,1918370,354.9,2598,0.15659748,804401,8213,804401,8213,8.04401,0.08213
"Sargent County, North Dakota",3883,71703,7.9,2599,0.20345094,45099,589,45099,589,0.45099,0.00589
"Sarpy County, Nebraska",175188,1403608,242.8,2600,0.138593968,2030677,10732,2030677,10732,20.30677,0.10732
"Sauk County, Wisconsin",63340,368936,151.2,2601,0.238711715,582115,3934,582115,3934,5.82115,0.03934
"Saunders County, Nebraska",20953,157659,43.8,2602,0.209039278,226977,1471,226977,1471,2.26977,0.01471
"Sawyer County, Wisconsin",16384,170869,104.9,2603,0.640258789,144802,1372,144802,1372,1.44802,0.01372
"Schenectady County, New York",155239,1227777,625.2,2604,0.402733849,842079,18134,842079,18134,8.42079,0.18134
"Schleicher County, Texas",3122,28112,10.2,2605,0.326713645,24220,718,24220,718,0.2422,0.00718
"Schley County, Georgia",5168,40762,42.8,2606,0.828173375,36887,510,36887,510,0.36887,0.0051
"Schoharie County, New York",31611,199438,95,2607,0.300528297,76778,693,76778,693,0.76778,0.00693
"Schoolcraft County, Michigan",8114,65274,62.2,2608,0.766576288,26638,396,26638,396,0.26638,0.00396
"Schuyler County, Illinois",7181,73993,61.9,2609,0.861996936,57220,1092,57220,1092,0.5722,0.01092
"Schuyler County, Missouri",4450,39923,36.9,2610,0.829213483,23101,109,23101,109,0.23101,0.00109
"Schuyler County, New York",18112,127188,77.1,2611,0.425684629,63280,845,63280,845,0.6328,0.00845
"Schuylkill County, Pennsylvania",144287,994014,530.1,2612,0.367392766,990973,35468,990973,35468,9.90973,0.35468
"Scioto County, Ohio",76871,433522,527.7,2613,0.686474743,472150,5317,472150,5317,4.7215,0.05317
"Scotland County, Missouri",4883,46421,34.5,2614,0.706532869,26653,392,26653,392,0.26653,0.00392
"Scotland County, North Carolina",35445,119052,211.2,2615,0.59585273,377988,6938,377988,6938,3.77988,0.06938
"Scott County, Arkansas",10584,53894,66.4,2616,0.627362056,76245,986,76245,986,0.76245,0.00986
"Scott County, Illinois",5109,53311,30.6,2617,0.598943042,40455,71,40455,71,0.40455,0.00071
"Scott County, Indiana",23722,119643,72.6,2618,0.306045021,239704,5533,239704,5533,2.39704,0.05533
"Scott County, Iowa",171493,1394052,658.4,2619,0.383922376,1788102,17904,1788102,17904,17.88102,0.17904
"Scott County, Kansas",4981,31825,4.3,2620,0.086328047,67859,1239,67859,1239,0.67859,0.01239
"Scott County, Kentucky",52322,447130,156.4,2621,0.298918237,351335,3327,351335,3327,3.51335,0.03327
"Scott County, Minnesota",141463,786037,134.1,2622,0.094795105,1389147,11692,1389147,11692,13.89147,0.11692
"Scott County, Mississippi",28399,120760,166.1,2623,0.584879749,403558,7939,403558,7939,4.03558,0.07939
"Scott County, Missouri",38858,234378,200,2624,0.514694529,433088,8391,433088,8391,4.33088,0.08391
"Scott County, Tennessee",21949,93173,124.2,2625,0.565857214,213567,2537,213567,2537,2.13567,0.02537
"Scott County, Virginia",22290,126245,106,2626,0.475549574,142317,3758,142317,3758,1.42317,0.03758
"Scotts Bluff County, Nebraska",36509,293301,141.6,2627,0.387849571,463684,6634,463684,6634,4.63684,0.06634
"Screven County, Georgia",14037,101018,111.6,2628,0.795041676,109099,3044,109099,3044,1.09099,0.03044
"Scurry County, Texas",17346,99882,48,2629,0.276720858,295270,4316,295270,4316,2.9527,0.04316
"Searcy County, Arkansas",7925,67283,53.5,2630,0.675078864,62636,968,62636,968,0.62636,0.00968
"Sebastian County, Arkansas",127362,621379,596.5,2631,0.468350057,1440999,23314,1440999,23314,14.40999,0.23314
"Sedgwick County, Colorado",2357,24666,17,2632,0.721255834,16749,293,16749,293,0.16749,0.00293
"Sedgwick County, Kansas",510484,3312832,2121.3,2633,0.415546814,5010455,39333,5010455,39333,50.10455,0.39333
"Seminole County, Florida",449260,2623811,1088.1,2634,0.242198282,2998059,54776,2998059,54776,29.98059,0.54776
"Seminole County, Georgia",8549,65876,72,2635,0.842203767,109743,2404,109743,2404,1.09743,0.02404
"Seminole County, Oklahoma",25246,176534,198.2,2636,0.785074863,245796,2827,245796,2827,2.45796,0.02827
"Seneca County, New York",34843,273358,118.1,2637,0.338949,104121,3048,104121,3048,1.04121,0.03048
"Seneca County, Ohio",55549,345897,217.6,2638,0.391726224,385165,5971,385165,5971,3.85165,0.05971
"Sequatchie County, Tennessee",14654,69221,48.6,2639,0.331650061,133893,1603,133893,1603,1.33893,0.01603
"Sequoyah County, Oklahoma",41364,171440,228.3,2640,0.551929214,358335,3282,358335,3282,3.58335,0.03282
"Sevier County, Arkansas",17206,77339,81.6,2641,0.474253167,374989,4139,374989,4139,3.74989,0.04139
"Sevier County, Tennessee",95523,386054,286.3,2642,0.299718392,1167221,10193,1167221,10193,11.67221,0.10193
"Sevier County, Utah",20961,105388,67.5,2643,0.322026621,156740,723,156740,723,1.5674,0.00723
"Seward County, Kansas",22948,109506,88,2644,0.383475684,602486,3045,602486,3045,6.02486,0.03045
"Seward County, Nebraska",17045,118132,38.7,2645,0.227046055,188686,2224,188686,2224,1.88686,0.02224
"Shackelford County, Texas",3348,24296,17.7,2646,0.528673835,18263,82,18263,82,0.18263,0.00082
"Shannon County, Missouri",8273,36293,61,2647,0.73733833,54880,1148,54880,1148,0.5488,0.01148
"Sharkey County, Mississippi",4631,34117,59,2648,1.274022889,68895,2839,68895,2839,0.68895,0.02839
"Sharp County, Arkansas",17041,77902,93,2649,0.545742621,139589,4243,139589,4243,1.39589,0.04243
"Shasta County, California",178919,1299269,856.8,2650,0.478875916,912412,11954,912412,11954,9.12412,0.11954
"Shawano County, Wisconsin",41136,295756,120.3,2651,0.292444574,567706,7391,567706,7391,5.67706,0.07391
"Shawnee County, Kansas",178392,1168823,654.7,2652,0.367000762,1506501,26990,1506501,26990,15.06501,0.2699
"Sheboygan County, Wisconsin",115094,749961,220.2,2653,0.191321876,1414763,11562,1414763,11562,14.14763,0.11562
"Shelby County, Alabama",208721,1591601,454.5,2654,0.217754802,2266328,19207,2266328,19207,22.66328,0.19207
"Shelby County, Illinois",21906,147817,73.3,2655,0.334611522,217117,3923,217117,3923,2.17117,0.03923
"Shelby County, Indiana",44339,265034,117.1,2656,0.264101581,587692,15129,587692,15129,5.87692,0.15129
"Shelby County, Iowa",11772,121813,35.9,2657,0.304960924,130100,2279,130100,2279,1.301,0.02279
"Shelby County, Kentucky",45831,277814,112.6,2658,0.245685235,453486,6378,453486,6378,4.53486,0.06378
"Shelby County, Missouri",6084,67189,46.1,2659,0.757725181,36007,390,36007,390,0.36007,0.0039
"Shelby County, Ohio",48902,280897,94,2660,0.192221177,400720,3558,400720,3558,4.0072,0.03558
"Shelby County, Tennessee",937847,5642063,5377.4,2661,0.573377107,10743462,159867,10743462,159867,107.43462,1.59867
"Shelby County, Texas",25689,128130,134.4,2662,0.523181128,178765,7507,178765,7507,1.78765,0.07507
"Shenandoah County, Virginia",42854,250839,81.2,2663,0.189480562,369574,15619,369574,15619,3.69574,0.15619
"Sherburne County, Minnesota",92024,362632,73.8,2664,0.08019647,886774,7558,886774,7558,8.86774,0.07558
"Sheridan County, Kansas",2497,60337,9.6,2665,0.384461354,44177,0,44177,0,0.44177,0
"Sheridan County, Montana",3568,66720,23.2,2666,0.650224215,37015,391,37015,391,0.37015,0.00391
"Sheridan County, Nebraska",5241,51492,33.8,2667,0.644915093,43451,1036,43451,1036,0.43451,0.01036
"Sheridan County, North Dakota",1403,34172,15.4,2668,1.097647897,11632,211,11632,211,0.11632,0.00211
"Sheridan County, Wyoming",29964,187234,42.4,2669,0.141503137,285161,1910,285161,1910,2.85161,0.0191
"Sherman County, Kansas",5999,57223,26.9,2670,0.448408068,62023,818,62023,818,0.62023,0.00818
"Sherman County, Nebraska",3048,27983,10.7,2671,0.351049869,18447,547,18447,547,0.18447,0.00547
"Sherman County, Oregon",1635,34226,13.7,2672,0.837920489,5807,0,5807,0,0.05807,0
"Sherman County, Texas",3067,25358,14.8,2673,0.482556244,20080,713,20080,713,0.2008,0.00713
"Shiawassee County, Michigan",68617,417742,247.1,2674,0.36011484,368160,11383,368160,11383,3.6816,0.11383
"Shoshone County, Idaho",12490,71330,51.8,2675,0.414731785,100305,4181,100305,4181,1.00305,0.04181
"Sibley County, Minnesota",14888,118953,34.3,2676,0.230386889,118801,954,118801,954,1.18801,0.00954
"Sierra County, California",2885,31750,12.3,2677,0.426343154,3547,0,3547,0,0.03547,0
"Sierra County, New Mexico",11254,91796,81.5,2678,0.724186956,59185,2880,59185,2880,0.59185,0.0288
"Silver Bow County, Montana",34514,208523,149.5,2679,0.433157559,318687,4802,318687,4802,3.18687,0.04802
"Simpson County, Kentucky",17881,94303,64.6,2680,0.361277333,150631,2614,150631,2614,1.50631,0.02614
"Simpson County, Mississippi",27215,95059,134.6,2681,0.494580195,332772,11032,332772,11032,3.32772,0.11032
"Sioux County, Iowa",34692,191520,52.5,2682,0.151331719,616729,5314,616729,5314,6.16729,0.05314
"Sioux County, Nebraska",1256,26852,12.4,2683,0.987261146,3778,0,3778,0,0.03778,0
"Sioux County, North Dakota",4420,31466,73.1,2684,1.653846154,76199,1251,76199,1251,0.76199,0.01251
"Siskiyou County, California",43530,330196,308.3,2685,0.708247186,134674,901,134674,901,1.34674,0.00901
"Sitka City and Borough, Alaska",8810,74104,18.1,2686,0.205448354,,,,,,
"Skagit County, Washington",121725,898986,413.8,2687,0.339946601,484594,8190,484594,8190,4.84594,0.0819
"Skagway Municipality, Alaska",1038,39376,5.6,2688,0.539499037,,,,,,
"Skamania County, Washington",11498,139706,63,2689,0.547921378,25977,215,25977,215,0.25977,0.00215
"Slope County, North Dakota",674,35118,6.8,2690,1.008902077,3850,0,3850,0,0.0385,0
"Smith County, Kansas",3693,56411,27,2691,0.731112916,22436,134,22436,134,0.22436,0.00134
"Smith County, Mississippi",16114,65414,54.4,2692,0.337594638,178759,4556,178759,4556,1.78759,0.04556
"Smith County, Tennessee",19279,115234,71.4,2693,0.370351159,282352,3675,282352,3675,2.82352,0.03675
"Smith County, Texas",222277,1034834,711.6,2694,0.320141085,1905270,37520,1905270,37520,19.0527,0.3752
"Smyth County, Virginia",31298,199331,158.7,2695,0.507061154,224720,6942,224720,6942,2.2472,0.06942
"Snohomish County, Washington",771904,5386072,1331.3,2696,0.172469634,3541237,79804,3541237,79804,35.41237,0.79804
"Snyder County, Pennsylvania",40570,182867,79.7,2697,0.196450579,225402,5459,225402,5459,2.25402,0.05459
"Socorro County, New Mexico",17098,101290,174.4,2698,1.020002339,109619,5137,109619,5137,1.09619,0.05137
"Solano County, California",434981,3001680,1138.4,2699,0.261712581,2714124,18726,2714124,18726,27.14124,0.18726
"Somerset County, Maine",50994,385878,292.3,2700,0.573204691,90787,2716,90787,2716,0.90787,0.02716
"Somerset County, Maryland",25801,139712,149.8,2701,0.580597651,204572,2547,204572,2547,2.04572,0.02547
"Somerset County, New Jersey",333316,3431171,333.2,2702,0.099965198,2563402,173056,2563402,173056,25.63402,1.73056
"Somerset County, Pennsylvania",75619,505952,279.8,2703,0.370012827,473918,9754,473918,9754,4.73918,0.09754
"Somervell County, Texas",8650,54334,36.5,2704,0.421965318,82699,1090,82699,1090,0.82699,0.0109
"Sonoma County, California",500943,3865727,1048.7,2705,0.209345175,2782962,32568,2782962,32568,27.82962,0.32568
"Southampton County, Virginia",18089,115756,46.7,2706,0.258167947,211999,7091,211999,7091,2.11999,0.07091
"Southeast Fairbanks Census Area, Alaska",6889,57718,33.1,2707,0.480476121,,,,,,
"Spalding County, Georgia",64192,253889,274.4,2708,0.427467597,560454,18717,560454,18717,5.60454,0.18717
"Spartanburg County, South Carolina",297732,1655517,1253.3,2709,0.420949041,2957873,64465,2957873,64465,29.57873,0.64465
"Spencer County, Indiana",20610,137503,53,2710,0.25715672,180639,2097,180639,2097,1.80639,0.02097
"Spencer County, Kentucky",18012,122301,33.5,2711,0.18598712,126193,430,126193,430,1.26193,0.0043
"Spink County, South Dakota",6478,98003,30.1,2712,0.464649583,83432,2133,83432,2133,0.83432,0.02133
"Spokane County, Washington",490764,2924881,1698.8,2713,0.34615416,3473755,58825,3473755,58825,34.73755,0.58825
"Spotsylvania County, Virginia",130159,1020559,240.1,2714,0.184466691,796541,13099,796541,13099,7.96541,0.13099
"St. Bernard Parish, Louisiana",45067,355209,334,2715,0.741118779,,,,,,
"St. Charles County, Missouri",385115,2764677,470.4,2716,0.122145333,3809888,50646,3809888,50646,38.09888,0.50646
"St. Charles Parish, Louisiana",52728,377481,173.2,2717,0.328478228,,,,,,
"St. Clair County, Alabama",86937,316529,195.1,2718,0.224415381,912973,14145,912973,14145,9.12973,0.14145
"St. Clair County, Illinois",264433,1577663,1248.2,2719,0.472028831,2988286,67333,2988286,67333,29.88286,0.67333
"St. Clair County, Michigan",159761,1382883,673.7,2720,0.421692403,840458,26660,840458,26660,8.40458,0.2666
"St. Clair County, Missouri",9396,62541,65.7,2721,0.699233716,52274,451,52274,451,0.52274,0.00451
"St. Croix County, Wisconsin",87142,512313,67.7,2722,0.077689289,760733,4093,760733,4093,7.60733,0.04093
"St. Francis County, Arkansas",26688,105177,164.1,2723,0.614883094,493981,3115,493981,3115,4.93981,0.03115
"St. Francois County, Missouri",66248,240447,163,2724,0.246045164,844621,8301,844621,8301,8.44621,0.08301
"St. Helena Parish, Louisiana",10509,45036,50.1,2725,0.476734228,,,,,,
"St. James Parish, Louisiana",21485,176237,119.4,2726,0.55573656,,,,,,
"St. John the Baptist Parish, Louisiana",43565,256163,230.7,2727,0.529553541,,,,,,
"St. Johns County, Florida",226578,1631780,406.7,2728,0.179496685,1994410,20332,1994410,20332,19.9441,0.20332
"St. Joseph County, Indiana",268613,1841942,1542.5,2729,0.57424622,3223218,54330,3223218,54330,32.23218,0.5433
"St. Joseph County, Michigan",60890,394528,278.5,2730,0.457382165,471112,7224,471112,7224,4.71112,0.07224
"St. Landry Parish, Louisiana",83580,363433,540.9,2731,0.647164393,,,,,,
"St. Lawrence County, New York",110817,634393,628.4,2732,0.56706101,315084,4918,315084,4918,3.15084,0.04918
"St. Louis County, Minnesota",200294,1871031,1181.2,2733,0.589733092,1382800,25037,1382800,25037,13.828,0.25037
"St. Louis County, Missouri",999539,7464076,2054.8,2734,0.20557477,9927757,266413,9927757,266413,99.27757,2.66413
"St. Louis city, Missouri",314867,2658675,2870.8,2735,0.91175004,,,,,,
"St. Lucie County, Florida",298763,1075123,851.6,2736,0.28504199,2465092,74499,2465092,74499,24.65092,0.74499
"St. Martin Parish, Louisiana",53609,271136,192.1,2737,0.358335354,,,,,,
"St. Mary Parish, Louisiana",52578,350153,317.2,2738,0.603294153,,,,,,
"St. Mary's County, Maryland",110979,624812,142.1,2739,0.128042242,523001,17670,523001,17670,5.23001,0.1767
"St. Tammany Parish, Louisiana",249201,1396953,474,2740,0.190207904,,,,,,
"Stafford County, Kansas",4251,51270,30.1,2741,0.70806869,32926,737,32926,737,0.32926,0.00737
"Stafford County, Virginia",141159,1058784,151.4,2742,0.107254939,844035,5245,844035,5245,8.44035,0.05245
"Stanislaus County, California",535684,2213548,1713.8,2743,0.31992742,5674001,99760,5674001,99760,56.74001,0.9976
"Stanley County, South Dakota",2994,32862,5.8,2744,0.193720775,33140,156,33140,156,0.3314,0.00156
"Stanly County, North Carolina",60875,303095,202.7,2745,0.332977413,671947,14192,671947,14192,6.71947,0.14192
"Stanton County, Kansas",2107,21062,10.8,2746,0.512577124,23563,376,23563,376,0.23563,0.00376
"Stanton County, Nebraska",6020,57589,20.6,2747,0.342192691,36163,546,36163,546,0.36163,0.00546
"Stark County, Illinois",5551,60091,27.7,2748,0.499009188,46784,1611,46784,1611,0.46784,0.01611
"Stark County, North Dakota",30316,295328,67.7,2749,0.223314421,547882,6308,547882,6308,5.47882,0.06308
"Stark County, Ohio",374273,2245819,1436.3,2750,0.383757311,2368510,63398,2368510,63398,23.6851,0.63398
"Starke County, Indiana",22966,157636,112.8,2751,0.491160846,184447,5153,184447,5153,1.84447,0.05153
"Starr County, Texas",63420,196161,529.6,2752,0.835067802,1041559,36588,1041559,36588,10.41559,0.36588
"Staunton city, Virginia",24273,169577,82.3,2753,0.339059861,,,,,,
"Ste. Genevieve County, Missouri",17882,105624,64.4,2754,0.360138687,160175,922,160175,922,1.60175,0.00922
"Stearns County, Minnesota",155300,831560,397.8,2755,0.256149388,2270929,20349,2270929,20349,22.70929,0.20349
"Steele County, Minnesota",36612,235784,81.7,2756,0.223150879,319506,1139,319506,1139,3.19506,0.01139
"Steele County, North Dakota",1915,40479,3.8,2757,0.19843342,18723,173,18723,173,0.18723,0.00173
"Stephens County, Georgia",25625,101483,88.8,2758,0.346536585,346809,9242,346809,9242,3.46809,0.09242
"Stephens County, Oklahoma",44293,272250,175.9,2759,0.397128214,355882,3738,355882,3738,3.55882,0.03738
"Stephens County, Texas",9365,67643,66.8,2760,0.71329418,67366,1865,67366,1865,0.67366,0.01865
"Stephenson County, Illinois",45839,331724,218,2761,0.475577565,404877,7133,404877,7133,4.04877,0.07133
"Sterling County, Texas",1139,25675,17,2762,1.492537313,8750,231,8750,231,0.0875,0.00231
"Steuben County, Indiana",34459,252145,85.7,2763,0.248701355,305517,4038,305517,4038,3.05517,0.04038
"Steuben County, New York",97539,814154,443.2,2764,0.45438235,435125,18367,435125,18367,4.35125,0.18367
"Stevens County, Kansas",5741,52501,28.6,2765,0.49817105,67871,567,67871,567,0.67871,0.00567
"Stevens County, Minnesota",9759,95436,42.1,2766,0.431396659,74040,667,74040,667,0.7404,0.00667
"Stevens County, Washington",43858,287265,206.2,2767,0.470153678,131966,1900,131966,1900,1.31966,0.019
"Stewart County, Georgia",5832,32583,81,2768,1.388888889,127252,3269,127252,3269,1.27252,0.03269
"Stewart County, Tennessee",13248,68046,58.4,2769,0.440821256,111920,2354,111920,2354,1.1192,0.02354
"Stillwater County, Montana",9342,97193,18.6,2770,0.199100835,65034,1080,65034,1080,0.65034,0.0108
"Stoddard County, Missouri",29634,175497,135.3,2771,0.456570156,261202,4721,261202,4721,2.61202,0.04721
"Stokes County, North Carolina",46124,213295,127.5,2772,0.276428757,275528,4147,275528,4147,2.75528,0.04147
"Stone County, Arkansas",12443,66187,65.7,2773,0.528007715,103493,3734,103493,3734,1.03493,0.03734
"Stone County, Mississippi",17981,62688,56.3,2774,0.313108281,163523,3193,163523,3193,1.63523,0.03193
"Stone County, Missouri",31529,159139,74.2,2775,0.235338894,206681,2988,206681,2988,2.06681,0.02988
"Stonewall County, Texas",1084,28063,13.9,2776,1.282287823,10364,428,10364,428,0.10364,0.00428
"Storey County, Nevada",3891,36388,7.7,2777,0.197892573,7690,174,7690,174,0.0769,0.00174
"Story County, Iowa",95888,527625,511.9,2778,0.533851994,1151810,5111,1151810,5111,11.5181,0.05111
"Strafford County, New Hampshire",126552,829212,297.5,2779,0.235081231,453607,6202,453607,6202,4.53607,0.06202
"Stutsman County, North Dakota",21058,191298,62.9,2780,0.298698832,355283,6937,355283,6937,3.55283,0.06937
"Sublette County, Wyoming",10037,62817,13.8,2781,0.137491282,67187,585,67187,585,0.67187,0.00585
"Suffolk County, Massachusetts",780685,7940860,3967.6,2782,0.508220345,10024082,347845,10024082,347845,100.24082,3.47845
"Suffolk County, New York",1497595,13540738,2201.2,2783,0.146982328,19502268,646666,19502268,646666,195.02268,6.46666
"Suffolk city, Virginia",88057,868963,311.4,2784,0.353634578,,,,,,
"Sullivan County, Indiana",20900,114917,73.4,2785,0.351196172,195786,3703,195786,3703,1.95786,0.03703
"Sullivan County, Missouri",6382,66598,39.5,2786,0.618928236,95984,1021,95984,1021,0.95984,0.01021
"Sullivan County, New Hampshire",43073,315458,92.3,2787,0.214287373,71323,1095,71323,1095,0.71323,0.01095
"Sullivan County, New York",75783,691128,383.5,2788,0.50605017,627926,11212,627926,11212,6.27926,0.11212
"Sullivan County, Pennsylvania",6192,54042,25.4,2789,0.410206718,18556,558,18556,558,0.18556,0.00558
"Sullivan County, Tennessee",156519,1011294,660.1,2790,0.421737936,1297930,21483,1297930,21483,12.9793,0.21483
"Sully County, South Dakota",1390,39888,3.3,2791,0.237410072,13343,283,13343,283,0.13343,0.00283
"Summers County, West Virginia",13210,81188,77.9,2792,0.589704769,53244,1578,53244,1578,0.53244,0.01578
"Summit County, Colorado",29722,184129,51.1,2793,0.171926519,288437,1195,288437,1195,2.88437,0.01195
"Summit County, Ohio",541318,3907754,2285.4,2794,0.422191762,3436828,101236,3436828,101236,34.36828,1.01236
"Summit County, Utah",39731,657397,93.7,2795,0.235835997,504327,681,504327,681,5.04327,0.00681
"Sumner County, Kansas",23336,154695,73.7,2796,0.315821049,161422,2219,161422,2219,1.61422,0.02219
"Sumner County, Tennessee",175730,1272902,408.4,2797,0.23240198,2170986,35769,2170986,35769,21.70986,0.35769
"Sumter County, Alabama",13084,62086,130.3,2798,0.995872822,146210,5426,146210,5426,1.4621,0.05426
"Sumter County, Florida",116754,439667,226.9,2799,0.194340237,805969,22387,805969,22387,8.05969,0.22387
"Sumter County, Georgia",30687,158984,244.6,2800,0.797080197,332940,18787,332940,18787,3.3294,0.18787
"Sumter County, South Carolina",107379,475340,521.8,2801,0.485942316,1015656,22085,1015656,22085,10.15656,0.22085
"Sunflower County, Mississippi",26915,108430,229.9,2802,0.854170537,418968,11511,418968,11511,4.18968,0.11511
"Surry County, North Carolina",72315,505969,386,2803,0.533775842,641884,10225,641884,10225,6.41884,0.10225
"Surry County, Virginia",6670,54757,28.7,2804,0.430284858,36939,945,36939,945,0.36939,0.00945
"Susquehanna County, Pennsylvania",41716,301915,146.7,2805,0.35166363,154618,8763,154618,8763,1.54618,0.08763
"Sussex County, Delaware",215551,2007229,566.3,2806,0.262722047,2708988,66511,2708988,66511,27.08988,0.66511
"Sussex County, New Jersey",143570,1660424,229.4,2807,0.159782684,806867,59517,806867,59517,8.06867,0.59517
"Sussex County, Virginia",11595,83673,71.3,2808,0.614920224,142611,2810,142611,2810,1.42611,0.0281
