County,TotalPop,IncomePerCap,Poverty,Id,%Poverty,cases,deaths,TotalCases,TotalDeaths,TotalCasesper100k,TotalDeathsper100k
"Dillon County, South Carolina",31073,94814,183.4,811,0.590223023,381529,10523,381529,10523,3.81529,0.10523
"Dimmit County, Texas",10822,32960,68.8,812,0.635742007,103086,1912,103086,1912,1.03086,0.01912
"Dinwiddie County, Virginia",28033,148901,114.5,813,0.408447187,154119,2649,154119,2649,1.54119,0.02649
"District of Columbia, District of Columbia",672391,8917019,3322.5,814,0.494132134,,,,,,
"Divide County, North Dakota",2378,39171,13,815,0.546677881,16171,223,16171,223,0.16171,0.00223
"Dixie County, Florida",16323,58597,73.5,816,0.450284874,203401,2182,203401,2182,2.03401,0.02182
"Dixon County, Nebraska",5765,53181,20.5,817,0.355594102,61662,914,61662,914,0.61662,0.00914
"Doddridge County, West Virginia",8570,42315,30.6,818,0.35705951,30244,408,30244,408,0.30244,0.00408
"Dodge County, Georgia",21063,110836,142.7,819,0.677491336,215564,8231,215564,8231,2.15564,0.08231
"Dodge County, Minnesota",20485,156966,32.6,820,0.159140835,149834,277,149834,277,1.49834,0.00277
"Dodge County, Nebraska",36576,244630,124.1,821,0.339293526,545701,6070,545701,6070,5.45701,0.0607
"Dodge County, Wisconsin",87833,549175,175.3,822,0.1995833,1327830,14594,1327830,14594,13.2783,0.14594
"Dolores County, Colorado",1736,23190,14.1,823,0.812211982,4773,0,4773,0,0.04773,0
"Doniphan County, Kansas",7790,74421,40.7,824,0.522464698,84651,534,84651,534,0.84651,0.00534
"Donley County, Texas",3433,47505,29.4,825,0.856393825,33590,751,33590,751,0.3359,0.00751
"Dooly County, Georgia",14053,48780,71.6,826,0.509499751,125016,5447,125016,5447,1.25016,0.05447
"Door County, Wisconsin",27443,316249,76,827,0.276937653,264770,2391,264770,2391,2.6477,0.02391
"Dorado Municipio, Puerto Rico",37722,102896,257.8,828,0.683420815,,,,,,
"Dorchester County, Maryland",32386,266677,128.6,829,0.39708516,229153,3666,229153,3666,2.29153,0.03666
"Dorchester County, South Carolina",151716,691502,294.7,830,0.194244509,1409994,22333,1409994,22333,14.09994,0.22333
"Dougherty County, Georgia",91522,536755,875.6,831,0.956709862,1055132,57599,1055132,57599,10.55132,0.57599
"Douglas County, Colorado",320940,2973673,240.4,832,0.074904967,1949382,28817,1949382,28817,19.49382,0.28817
"Douglas County, Georgia",140152,517177,285,833,0.203350648,1344221,21742,1344221,21742,13.44221,0.21742
"Douglas County, Illinois",19830,130880,65.8,834,0.331820474,223329,3301,223329,3301,2.23329,0.03301
"Douglas County, Kansas",117806,639101,440.8,835,0.37417449,877925,5105,877925,5105,8.77925,0.05105
"Douglas County, Minnesota",36891,300208,75.4,836,0.204385894,375625,5656,375625,5656,3.75625,0.05656
"Douglas County, Missouri",13391,54473,63.1,837,0.471212008,80481,2425,80481,2425,0.80481,0.02425
"Douglas County, Nebraska",549706,4893949,2382.6,838,0.433431689,7434285,74655,7434285,74655,74.34285,0.74655
"Douglas County, Nevada",47632,638851,160.6,839,0.33716829,216586,1846,216586,1846,2.16586,0.01846
"Douglas County, Oregon",107576,554588,368.1,840,0.342176694,174952,3983,174952,3983,1.74952,0.03983
"Douglas County, South Dakota",2940,27603,8.2,841,0.278911565,45862,876,45862,876,0.45862,0.00876
"Douglas County, Washington",40585,198091,108.8,842,0.26807934,414263,2851,414263,2851,4.14263,0.02851
"Douglas County, Wisconsin",43503,321334,188.7,843,0.433763189,379781,2411,379781,2411,3.79781,0.02411
"Doña Ana County, New Mexico",213849,823293,1153.6,844,0.539446058,2257417,34035,2257417,34035,22.57417,0.34035
"Drew County, Arkansas",18620,101502,126.8,845,0.680988185,178492,2653,178492,2653,1.78492,0.02653
"DuPage County, Illinois",931826,9151144,1442.8,846,0.154835774,8701034,199627,8701034,199627,87.01034,1.99627
"Dubois County, Indiana",42379,199477,69.1,847,0.163052455,568383,8458,568383,8458,5.68383,0.08458
"Dubuque County, Iowa",96571,757570,335.4,848,0.347309234,1464425,20088,1464425,20088,14.64425,0.20088
"Duchesne County, Utah",20259,68959,36.6,849,0.180660447,100751,623,100751,623,1.00751,0.00623
"Dukes County, Massachusetts",17275,171929,33.2,850,0.192185239,64187,56,64187,56,0.64187,0.00056
"Dundy County, Nebraska",2017,26949,10.5,851,0.520575112,12433,438,12433,438,0.12433,0.00438
"Dunklin County, Missouri",30905,191107,265.2,852,0.858113574,290621,2592,290621,2592,2.90621,0.02592
"Dunn County, North Dakota",4349,42438,10.6,853,0.243734192,46843,884,46843,884,0.46843,0.00884
"Dunn County, Wisconsin",44260,213359,102.6,854,0.23181202,430867,2064,430867,2064,4.30867,0.02064
"Duplin County, North Carolina",59350,208654,276.8,855,0.466385847,780442,15345,780442,15345,7.80442,0.15345
"Durham County, North Carolina",300865,1849846,1140.3,856,0.379007196,2643098,29822,2643098,29822,26.43098,0.29822
"Dutchess County, New York",295685,2884212,763.7,857,0.258281617,2274929,57765,2274929,57765,22.74929,0.57765
"Duval County, Florida",912043,4906884,3079.3,858,0.337626625,9995993,121024,9995993,121024,99.95993,1.21024
"Duval County, Texas",11434,58525,71.9,859,0.628826308,130185,4358,130185,4358,1.30185,0.04358
"Dyer County, Tennessee",37751,195279,142.1,860,0.37641387,583118,9186,583118,9186,5.83118,0.09186
"Eagle County, Colorado",53726,600435,115.8,861,0.215538101,552960,3429,552960,3429,5.5296,0.03429
"Early County, Georgia",10405,91734,132,862,1.268620855,164418,10492,164418,10492,1.64418,0.10492
"East Baton Rouge Parish, Louisiana",446167,2580284,1977.3,863,0.443174865,,,,,,
"East Carroll Parish, Louisiana",7318,46051,125,864,1.708116972,,,,,,
"East Feliciana Parish, Louisiana",19553,116977,81.7,865,0.417838695,,,,,,
"Eastland County, Texas",18278,97902,85.9,866,0.469963891,97529,2329,97529,2329,0.97529,0.02329
"Eaton County, Michigan",108586,845326,306.6,867,0.282356842,566153,10931,566153,10931,5.66153,0.10931
"Eau Claire County, Wisconsin",102388,551665,317.2,868,0.30980193,1159831,9756,1159831,9756,11.59831,0.09756
"Echols County, Georgia",4011,42159,56.6,869,1.411119422,73978,609,73978,609,0.73978,0.00609
"Ector County, Texas",155744,779883,350.5,870,0.225048798,1767249,32778,1767249,32778,17.67249,0.32778
"Eddy County, New Mexico",56793,327793,187.3,871,0.329794165,549582,8626,549582,8626,5.49582,0.08626
"Eddy County, North Dakota",2321,35444,13.2,872,0.568720379,51030,718,51030,718,0.5103,0.00718
"Edgar County, Illinois",17603,134595,74.6,873,0.423791399,136533,4367,136533,4367,1.36533,0.04367
"Edgecombe County, North Carolina",54032,266721,337.9,874,0.625370151,497933,12856,497933,12856,4.97933,0.12856
"Edgefield County, South Carolina",26620,148975,86.4,875,0.324567994,249605,4555,249605,4555,2.49605,0.04555
"Edmonson County, Kentucky",12063,68665,146.2,876,1.211970488,81227,3502,81227,3502,0.81227,0.03502
"Edmunds County, South Dakota",3971,62749,12.3,877,0.309745656,45124,561,45124,561,0.45124,0.00561
"Edwards County, Illinois",6570,79814,34.4,878,0.523592085,44821,658,44821,658,0.44821,0.00658
"Edwards County, Kansas",2946,56121,20.4,879,0.692464358,27818,0,27818,0,0.27818,0
"Edwards County, Texas",2111,28968,7,880,0.3315964,23147,392,23147,392,0.23147,0.00392
"Effingham County, Georgia",57087,269029,99.7,881,0.174645716,445900,6099,445900,6099,4.459,0.06099
"Effingham County, Illinois",34164,230293,94.9,882,0.277777778,454396,5626,454396,5626,4.54396,0.05626
"El Dorado County, California",185015,1573240,424.9,883,0.229657055,692205,3823,692205,3823,6.92205,0.03823
"El Paso County, Colorado",674826,4000856,1561.2,884,0.231348525,4939356,81723,4939356,81723,49.39356,0.81723
"El Paso County, Texas",834825,3060360,3917.7,885,0.469283982,13459602,225780,13459602,225780,134.59602,2.2578
"Elbert County, Colorado",24553,288424,36.6,886,0.149065287,114963,1339,114963,1339,1.14963,0.01339
"Elbert County, Georgia",19288,105468,108.5,887,0.562525923,241048,4073,241048,4073,2.41048,0.04073
"Elk County, Kansas",2581,21156,13.5,888,0.52305308,11721,0,11721,0,0.11721,0
"Elk County, Pennsylvania",30781,243933,85.3,889,0.277119002,151083,2160,151083,2160,1.51083,0.0216
"Elkhart County, Indiana",202924,840036,546.9,890,0.269509767,3147948,48199,3147948,48199,31.47948,0.48199
"Elko County, Nevada",52377,432634,170.2,891,0.324951792,480224,4311,480224,4311,4.80224,0.04311
"Elliott County, Kentucky",7533,28478,70.2,892,0.931899642,87814,79,87814,79,0.87814,0.00079
"Ellis County, Kansas",28877,173596,93.8,893,0.324825986,392970,4811,392970,4811,3.9297,0.04811
"Ellis County, Oklahoma",4102,56107,30.3,894,0.738664066,29268,63,29268,63,0.29268,0.00063
"Ellis County, Texas",164092,879244,348.6,895,0.212441801,1832802,25962,1832802,25962,18.32802,0.25962
"Ellsworth County, Kansas",6331,48927,22.3,896,0.352235034,109829,425,109829,425,1.09829,0.00425
"Elmore County, Alabama",80989,406334,202.2,897,0.249663535,981251,16032,981251,16032,9.81251,0.16032
"Elmore County, Idaho",26232,108781,74,898,0.282098201,172231,1431,172231,1431,1.72231,0.01431
"Emanuel County, Georgia",22502,112825,172.8,899,0.767931739,297118,8774,297118,8774,2.97118,0.08774
"Emery County, Utah",10410,64048,39.3,900,0.377521614,59935,688,59935,688,0.59935,0.00688
"Emmet County, Iowa",9661,120614,52.6,901,0.544457096,132858,3987,132858,3987,1.32858,0.03987
"Emmet County, Michigan",32978,253155,90.1,902,0.273212445,156858,3860,156858,3860,1.56858,0.0386
"Emmons County, North Dakota",3389,29622,11.9,903,0.351136028,52735,1519,52735,1519,0.52735,0.01519
"Emporia city, Virginia",5495,37489,61,904,1.110100091,,,,,,
"Erath County, Texas",41016,198973,160.7,905,0.391798323,370892,4867,370892,4867,3.70892,0.04867
"Erie County, New York",923995,6824381,4017.1,906,0.434753435,6026930,233897,6026930,233897,60.2693,2.33897
"Erie County, Ohio",75369,551312,244.3,907,0.324138572,584347,16645,584347,16645,5.84347,0.16645
"Erie County, Pennsylvania",277794,1776282,1357.1,908,0.48852747,1319465,26210,1319465,26210,13.19465,0.2621
"Escambia County, Alabama",37621,164486,225.4,909,0.599133463,460394,7010,460394,7010,4.60394,0.0701
"Escambia County, Florida",309924,1843372,1135,910,0.366218815,3820786,67286,3820786,67286,38.20786,0.67286
"Esmeralda County, Nevada",1102,23755,6.8,911,0.617059891,2668,0,2668,0,0.02668,0
"Essex County, Massachusetts",775860,6084275,1874.7,912,0.241628644,9397516,399357,9397516,399357,93.97516,3.99357
"Essex County, New Jersey",800401,6788899,3982.4,913,0.497550603,9261490,643124,9261490,643124,92.6149,6.43124
"Essex County, New York",38233,386106,114.1,914,0.298433291,91248,2723,91248,2723,0.91248,0.02723
"Essex County, Vermont",6203,69103,47.6,915,0.767370627,9964,5,9964,5,0.09964,0.00005
"Essex County, Virginia",11083,77878,37.1,916,0.33474691,59978,459,59978,459,0.59978,0.00459
"Estill County, Kentucky",14382,68872,113.1,917,0.786399666,83645,1,83645,1,0.83645,0.00001
"Etowah County, Alabama",103132,614891,653.3,918,0.633460032,1387963,19978,1387963,19978,13.87963,0.19978
"Eureka County, Nevada",1728,35606,10,919,0.578703704,4433,0,4433,0,0.04433,0
"Evangeline Parish, Louisiana",33750,151146,216.1,920,0.640296296,,,,,,
"Evans County, Georgia",10757,63015,78.3,921,0.727898113,115468,2043,115468,2043,1.15468,0.02043
"Fairbanks North Star Borough, Alaska",100031,660560,169.8,922,0.169747378,,,,,,
"Fairfax County, Virginia",1142004,13897816,1486.3,923,0.130148406,7794983,168224,7794983,168224,77.94983,1.68224
"Fairfax city, Virginia",23580,233280,39,924,0.165394402,,,,,,
"Fairfield County, Connecticut",947328,11414253,1984.8,925,0.209515606,9463333,450008,9463333,450008,94.63333,4.50008
"Fairfield County, Ohio",151526,807983,314.2,926,0.207357153,1261859,13984,1261859,13984,12.61859,0.13984
"Fairfield County, South Carolina",22868,106862,108.8,927,0.475774007,245585,10215,245585,10215,2.45585,0.10215
"Fajardo Municipio, Puerto Rico",33075,96390,398.6,928,1.205139834,,,,,,
"Fall River County, South Dakota",6783,51829,32,929,0.471767654,55567,1484,55567,1484,0.55567,0.01484
"Fallon County, Montana",2925,32371,5.8,930,0.198290598,28281,143,28281,143,0.28281,0.00143
"Falls Church city, Virginia",13843,203283,8.4,931,0.060680488,,,,,,
"Falls County, Texas",17289,105625,151,932,0.873387703,163519,2387,163519,2387,1.63519,0.02387
"Fannin County, Georgia",24480,127643,77.8,933,0.317810458,220905,6337,220905,6337,2.20905,0.06337
"Fannin County, Texas",33787,212977,138.1,934,0.408737088,267715,7588,267715,7588,2.67715,0.07588
"Faribault County, Minnesota",13966,177333,67,935,0.479736503,107763,964,107763,964,1.07763,0.00964
"Faulk County, South Dakota",2327,29714,10.9,936,0.468414267,42290,1276,42290,1276,0.4229,0.01276
"Faulkner County, Arkansas",121282,624593,429.2,937,0.353885985,1072525,11893,1072525,11893,10.72525,0.11893
"Fauquier County, Virginia",68406,740542,108.2,938,0.15817326,378715,5581,378715,5581,3.78715,0.05581
"Fayette County, Alabama",16657,105933,85.3,939,0.512097016,191906,3630,191906,3630,1.91906,0.0363
"Fayette County, Georgia",110306,795538,126.3,940,0.114499665,736571,14862,736571,14862,7.36571,0.14862
"Fayette County, Illinois",21980,154644,128,941,0.582347589,290732,5828,290732,5828,2.90732,0.05828
"Fayette County, Indiana",23426,157197,126.7,942,0.540852045,297773,6529,297773,6529,2.97773,0.06529
"Fayette County, Iowa",20139,189564,87.7,943,0.435473459,167792,2071,167792,2071,1.67792,0.02071
"Fayette County, Kentucky",315109,2664535,1614.3,944,0.512298919,3305137,25779,3305137,25779,33.05137,0.25779
"Fayette County, Ohio",28659,168702,122.5,945,0.427439897,213586,3232,213586,3232,2.13586,0.03232
"Fayette County, Pennsylvania",133160,862806,694.3,946,0.521402824,749733,13580,749733,13580,7.49733,0.1358
"Fayette County, Tennessee",39336,341303,164.7,947,0.418700427,482000,7034,482000,7034,4.82,0.07034
"Fayette County, Texas",24963,223949,58.6,948,0.234747426,183619,5881,183619,5881,1.83619,0.05881
"Fayette County, West Virginia",44602,248296,244.1,949,0.547284875,237457,6690,237457,6690,2.37457,0.0669
"Fentress County, Tennessee",17940,74573,92.8,950,0.517279822,233186,3429,233186,3429,2.33186,0.03429
"Fergus County, Montana",11327,56409,30.2,951,0.266619582,92860,1321,92860,1321,0.9286,0.01321
"Ferry County, Washington",7568,63809,67.1,952,0.886627907,18547,243,18547,243,0.18547,0.00243
"Fillmore County, Minnesota",20825,169206,69.7,953,0.334693878,122771,361,122771,361,1.22771,0.00361
"Fillmore County, Nebraska",5603,61256,19.9,954,0.355166875,47839,854,47839,854,0.47839,0.00854
"Finney County, Kansas",37097,287013,199.5,955,0.537779335,907631,7217,907631,7217,9.07631,0.07217
"Fisher County, Texas",3875,55570,34.1,956,0.88,30340,1146,30340,1146,0.3034,0.01146
"Flagler County, Florida",105015,561469,258.5,957,0.246155311,599707,8524,599707,8524,5.99707,0.08524
"Flathead County, Montana",96147,541710,270,958,0.280819994,1024767,7133,1024767,7133,10.24767,0.07133
"Fleming County, Kentucky",14515,98117,76.1,959,0.524285222,82220,477,82220,477,0.8222,0.00477
"Florence County, South Carolina",138537,755323,661.7,960,0.477634134,1694780,50172,1694780,50172,16.9478,0.50172
"Florence County, Wisconsin",4354,55630,17.5,961,0.40192926,51416,1426,51416,1426,0.51416,0.01426
"Florida Municipio, Puerto Rico",12140,15660,112.7,962,0.928336079,,,,,,
"Floyd County, Georgia",96471,467591,384.4,963,0.398461714,1142040,18338,1142040,18338,11.4204,0.18338
"Floyd County, Indiana",76481,574914,269.3,964,0.352113597,695073,21352,695073,21352,6.95073,0.21352
"Floyd County, Iowa",15904,141691,73.5,965,0.462147887,162478,3692,162478,3692,1.62478,0.03692
"Floyd County, Kentucky",37447,183662,298.9,966,0.798194782,223387,1690,223387,1690,2.23387,0.0169
"Floyd County, Texas",5953,50068,35.6,967,0.598017806,63770,3107,63770,3107,0.6377,0.03107
"Floyd County, Virginia",15594,76657,35.3,968,0.226369116,71764,2592,71764,2592,0.71764,0.02592
"Fluvanna County, Virginia",26109,126720,26.8,969,0.102646597,126714,2650,126714,2650,1.26714,0.0265
"Foard County, Texas",1414,26034,5.7,970,0.40311174,8192,466,8192,466,0.08192,0.00466
"Fond du Lac County, Wisconsin",102082,572761,179,971,0.175349229,1373368,9357,1373368,9357,13.73368,0.09357
"Ford County, Illinois",13470,138611,80,972,0.593912398,131327,4692,131327,4692,1.31327,0.04692
"Ford County, Kansas",34658,164453,101.2,973,0.291996076,963209,2698,963209,2698,9.63209,0.02698
"Forest County, Pennsylvania",7388,57377,42,974,0.568489442,59828,775,59828,775,0.59828,0.00775
"Forest County, Wisconsin",9035,95888,68.6,975,0.759269507,118261,3099,118261,3099,1.18261,0.03099
"Forrest County, Mississippi",75835,352435,514,976,0.677787301,854171,21416,854171,21416,8.54171,0.21416
"Forsyth County, Georgia",211300,1768586,293.8,977,0.139044013,1684427,14409,1684427,14409,16.84427,0.14409
"Forsyth County, North Carolina",368362,2668715,1957.7,978,0.5314609,3052260,34463,3052260,34463,30.5226,0.34463
"Fort Bend County, Texas",711421,2783290,742.8,979,0.10441075,5669212,73146,5669212,73146,56.69212,0.73146
"Foster County, North Dakota",3318,32665,7.1,980,0.213984328,60859,1703,60859,1703,0.60859,0.01703
"Fountain County, Indiana",16620,126569,65.6,981,0.394705174,167060,2705,167060,2705,1.6706,0.02705
"Franklin County, Alabama",31507,179893,186.7,982,0.592566731,568537,8300,568537,8300,5.68537,0.083
"Franklin County, Arkansas",17803,59417,68.5,983,0.384766612,148567,2558,148567,2558,1.48567,0.02558
"Franklin County, Florida",11675,106790,75.9,984,0.650107066,163901,956,163901,956,1.63901,0.00956
"Franklin County, Georgia",22328,100034,125.1,985,0.560283053,270363,4255,270363,4255,2.70363,0.04255
"Franklin County, Idaho",13120,40788,24.4,986,0.18597561,108858,992,108858,992,1.08858,0.00992
"Franklin County, Illinois",39302,267218,244.7,987,0.622614625,378989,5644,378989,5644,3.78989,0.05644
"Franklin County, Indiana",22835,126176,57.5,988,0.251806437,167249,6628,167249,6628,1.67249,0.06628
"Franklin County, Iowa",10326,76415,46,989,0.445477436,130594,3569,130594,3569,1.30594,0.03569
"Franklin County, Kansas",25599,126884,63.4,990,0.247665924,218715,2086,218715,2086,2.18715,0.02086
"Franklin County, Kentucky",49969,301706,160.1,991,0.320398647,302128,3419,302128,3419,3.02128,0.03419
"Franklin County, Maine",30177,226226,109.7,992,0.363521888,59751,793,59751,793,0.59751,0.00793
"Franklin County, Massachusetts",70926,587322,198.7,993,0.280151143,208456,21176,208456,21176,2.08456,0.21176
"Franklin County, Mississippi",7772,50047,37.2,994,0.478641276,79899,1552,79899,1552,0.79899,0.01552
"Franklin County, Missouri",102413,454739,185.1,995,0.180738773,849331,15674,849331,15674,8.49331,0.15674
"Franklin County, Nebraska",3019,57384,26.5,996,0.877774097,25148,254,25148,254,0.25148,0.00254
"Franklin County, New York",51054,360840,253.6,997,0.496728954,98894,975,98894,975,0.98894,0.00975
